,title,company,salary,summary,location,link
752,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
753,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
754,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
755,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
756,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
757,Cloud and Reliability Engineer,Induction Healthcare,,Working closely with other cloud and reliability engineers to continually enhance our cloud offerings and improve how we monitor and operate on the platforms.,Temporarily Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEjDkpeVLIPLIB64rhtd0U37TWK449lHpg1fngFQSCCwl9GZdChUHJ9F5CPytaYqy4FICuzuhLGX0-Z9RNLuiRVgjg3-ox2KsLs14MFjTv9az0nZvmlSci0y9aQTDF6ou4ZQzt0O3xUgPCJZVNbyr9n_2jU2mogyLXr89wTUAhWlpBp2BKEA39ta2Xvy4x8ceUCx_xPBsLsEmcvWL9rZ10iqfBX-ZbvZSZXQg5Hv-r2tui9SxMiUSmm7vtSotJApvoSsCV3qBeYpyQDTuZnxhQSazlo9I3uYfSDOaqbJ0hTYQLsQHQc6uywdbO5xcgs7FQy_Di7XVoRs9XopM2i0ly5ubvUg7kO4R0pvGzoQWW6kmVhZ_kK5urNj0jVTPetHxkJbF12Mx48A9jhMk3TcgJmsWc6_gNy4oE43XLEfLUdFTLwp0DFGJhoa0UB5kL5vuaU17yTuQ_lqW__wqkd5qJL210DmoP-VAPglxENGHU-HxvRsYmGCEaQO-yhgU3VhEF1k7btXMVSgu1K8OJkM7beWQQXONqxS8hJ8bUGb_HsbdGRx0VGw3KchgtRa91mC1WZ0QSJlxCGIEln12VX3NProsULOQWgox2r9_kEtogn5Z6U4cQEVDLpyb1_83Nj3pG2clNgoddyqfdbVcGpjWHtQO51MCp9wWolxnjm6RtjX1ZSzzWdritpuPhucsbIfg2DqyElsAyvb_tJzJb9Ab8aSobPj8omwGBczGs35UJcmbSii3CITBmA6Xd68esWcL7dM1Z6gVCdQO1NLKob7P2tG4VWEqN1KjEpesTgnJdbFbLR54AriodWwSOAC0fVzymlvJvkA_yv-qY9YUjWGnat0HWDhF9SM3rw_UoHlQ7ke9Eu4fItadrSLAu5fpfTPS320UqekN5kkjdGqvvVuRZZm6a4LCNSLTT8yB8Jq43GtuXSYWQfkKP65bLpktz_V71F-B8ca7MvCaS1DwUkXNeZQ==&p=4&fvj=0&vjs=3
758,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
759,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
760,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
761,Senior Software Developer,ecruit,,"Mentoring, supporting, and encouraging our junior developers.
Senior Software Developer - Software Development Department – Wynyard, TS22 5FG – Full Remote - …",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BucbuAQARDjJaz0ARk1qLsYoAAjXv4NWq-BhBQRDRd_-iQi58oEqXQNQ33ZGB9M9HnA_-bhhO_MGW_ykoMjtwaxe3FDEAbbvAi07HNvdURiVbIjyWNgSCg-Pq3c4DMH5cmTLwhpRFHcXj-6fLuZCA9DFnvH4B5Kr5G-aDWE7BJFkSiYh4KUbnr9-qrXEzSfEgfEbUbDO9kIDRyZELn7zVUCZkAAS4K-LXUOUcWmQcjK9f9ftcyuPh-TqYly8rqoZ6wxKRQn5ztVDgE9CqRWvNEmmPn3E9iBpIiu8Il2H-dvD4LtxwpAxn7505In0Y1f3itdWHYR_PK_6f9Cg5QLwnymRlZ-Btm6mBDb2gpV0zvryNzQjkEcrQYLbdz8-PngM-cJwbNPDoA7TXOaO4fnmap7rH5w1TFfoZdI3lzKb0j7UubfiuXpaFqlZ9FrLKX4Oy3YqKQRh6qkOA-ql4FzX9W7aO0Lz4Q3_I=&p=8&fvj=0&vjs=3
762,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
763,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
764,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
765,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
766,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
767,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
768,Senior Android Developer,Crimson Panda,,"Strong passion for best practice software development.
Able to nurture talent and delegate ownership to junior team members to help their development.",Remote,https://uk.indeed.com/rc/clk?jk=5554333ed1825242&fccid=1fc10225da74be0d&vjs=3
769,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
770,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
771,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
772,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
773,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
774,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
775,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
776,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
777,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
778,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
779,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
780,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
781,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
782,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
783,Senior Full Stack Developer,PeopleNet,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=e58cfa302822d404&fccid=b75610d06f16a4e3&vjs=3
784,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
785,Senior SAP Core Insurance Architect: Policy Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=b496ed30f2c88532&fccid=0d6aec866fba2ad5&vjs=3
786,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
787,Senior ReactJS Engineer,MyBuilder,,"Design, architect, and build large and complex react applications.
Work with product and design to understand functional requirement and overall user experience…",Temporarily Remote,https://uk.indeed.com/rc/clk?jk=a3c988a11ff15e0b&fccid=5b12060045d1cae5&vjs=3
788,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
789,Senior React Developer,Luxus Worldwide,,"Familiarity with the principles of Agile software development.
Mentor junior developers and ensure they become good team members with good communication and…",Remote,https://uk.indeed.com/rc/clk?jk=a61c1e97aa1fee07&fccid=d0361cbc2124a094&vjs=3
790,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
791,Lead Full Stack Developer,CGI,,"Manage, coach and develop junior members of the team and the wider community.
You will be responsible for the development and enhancements of both existing and…",United Kingdom,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwNYbbrIiFUY_bK9miBApsy6K8R1m3kdl51aZE2TVIF8cQeCw2Kf64vF0-18Dds1VRdLbRzGEAQHJbCT_Dg6CgaSl8yKp6ed_KxDE5vJ63tHRtbVXaVvm_RQtruV7melCKzpyOfa06L2mCG1rdt6YKVcmvYwLzRIX-1eY21oRfV39ILyvQDognZKG8Xk4ON2IB4MQigtHoVJB37vBU8l3JPz_X1fJKtRTbpLmB8MI3hMQ_uibMCXrD8aiJg-Hg_kFtc3TYEGuwPAY2y1qXdagubpJJjjc76UTceVp0vp_dLi1QDm-AAzwMCtb9kuVUd565O5SDG3ygY07B5xd-g0bpgtfPGeqDXPbHQRT149d8GmjiiMBAMe6BH4mtNysWVwspB9FV9ssRFc6kBtMJ2gvQecS6w6HQ7Udta4jkTdw5qO9ojcltgz4FQcoIP9gg-jDii2a_69h7DeBx2Bum-1oVUq8p7LFZID7ItT8vOHSA5jOGdBEYpwL9dcexKfRHZqE=&p=8&fvj=1&vjs=3
792,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
793,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
794,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
795,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
796,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
797,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
798,Senior Android Developer,Crimson Panda,,"Strong passion for best practice software development.
Able to nurture talent and delegate ownership to junior team members to help their development.",Remote,https://uk.indeed.com/rc/clk?jk=5554333ed1825242&fccid=1fc10225da74be0d&vjs=3
799,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
800,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
801,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
802,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
